Var1,Var2,Var3,Var4,Var5,Var6
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1326,1293,236,170,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1392,721,218,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1628,515,227,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1650,223,205,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1759,310,210,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2043,79,236,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2091,4,262,105,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2323,39,152,240,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2475,39,118,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2414,271,179,258,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2069,288,192,197,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1929,450,228,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2170,389,201,183,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2126,568,210,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2440,655,153,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1676,729,183,166,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1536,904,188,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1702,826,245,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1715,1000,258,184,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1938,874,210,244,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2196,799,236,228,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2139,922,223,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2449,939,149,184,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2261,1061,241,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2515,1127,83,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1628,1144,245,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1628,1324,231,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1842,1280,236,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1894,1061,241,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2091,1328,205,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2467,1306,126,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1401,1468,227,209,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1283,1616,231,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1152,1808,196,137,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1431,1691,201,254,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1597,1878,153,67,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1624,1621,209,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1680,1507,228,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1890,1634,179,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1851,1415,201,162,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2039,1459,201,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1820,1830,205,115,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2091,1642,210,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2126,1865,210,70,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2353,1791,210,154,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2301,1555,188,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,2445,1568,140,240,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0125.JPG,1366,856,249,205,infected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,7,1,280,112,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1,105,172,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,309,1,201,130,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,247,131,236,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1,371,89,175,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,90,310,232,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1,555,129,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,208,494,210,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,55,681,249,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,68,869,241,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1,983,172,179,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1,1179,133,193,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,138,1131,241,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,103,1332,236,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,42,1581,240,197,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,121,1787,231,158,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,370,1686,214,245,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,322,1446,205,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,588,1795,223,150,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,523,1586,222,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,527,1376,210,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,269,944,214,196,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,309,695,227,222,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,470,607,214,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,440,341,231,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,536,74,201,249,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,632,1,179,69,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,706,1,210,182,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,658,288,205,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,579,476,249,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,807,148,218,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,907,1,170,60,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,846,354,236,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,881,511,275,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1012,140,236,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1073,0,214,131,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1191,118,205,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1283,1,271,112,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1401,113,192,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1571,17,201,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1720,1,227,99,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1209,367,218,245,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1423,362,205,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1309,620,258,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1545,594,214,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1606,236,258,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1807,100,232,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1672,432,231,228,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1868,301,197,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2104,0,253,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2388,9,205,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2056,258,218,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2226,201,214,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2336,402,257,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2157,511,200,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2030,467,214,179,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1750,646,245,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1593,782,232,253,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1462,996,258,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,658,747,232,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,863,751,223,271,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,540,948,179,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,440,1162,301,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,754,1009,188,253,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,789,1271,210,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,737,1468,209,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,951,1053,214,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1139,992,253,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1200,1197,214,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,955,1446,219,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,894,1647,201,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1117,1367,192,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1086,1594,258,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1112,1800,219,135,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1313,1651,214,254,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1361,1455,201,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1423,1245,183,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1597,1324,223,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1602,1581,218,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1558,1765,188,180,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1755,1861,187,84,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2008,1822,175,123,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1811,1608,197,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1781,1376,179,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1755,1114,209,245,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1829,847,214,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1938,1044,223,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2021,673,223,222,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2091,874,232,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2318,725,205,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2427,577,166,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2523,804,79,161,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2349,926,209,184,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2143,1158,219,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2126,1315,227,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1956,1424,240,253,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2095,1625,206,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2305,1673,236,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2266,1481,231,166,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2357,1175,219,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,2410,1354,192,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0131.JPG,1257,812,196,223,infected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,866,525,196,193,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,987,1288,201,209,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1007,646,201,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1052,1496,187,220,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1074,505,191,233,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1083,1913,138,31,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1029,201,229,243,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1086,780,218,212,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1132,38,216,234,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1179,1655,252,265,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1300,697,253,207,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1426,1577,226,248,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1516,1358,232,230,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1462,8256,2229,1968,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1625,136,256,257,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1671,395,221,224,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1704,952,190,215,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1778,1888,193,56,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1827,661,209,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1877,1136,2258,206,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1897,1704,188,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1947,1340,212,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2023,1473,159,187,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2065,1812,165,132,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2086,412,221,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2148,624,205,200,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2195,1542,254,249,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2205,1807,360,137,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2301,992,206,162,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2346,526,246,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2432,1463,161,216,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2449,215,143,246,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2472,1083,120,233,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2427,0,165,82,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2472,1296,120,176,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2505,870,87,195,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,728,301,232,241,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,890,306,187,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1283,205,271,262,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1842,240,236,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1436,437,240,249,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1995,769,227,253,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2087,992,218,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2196,1424,231,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1654,1642,223,206,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1724,1284,223,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1759,1463,249,245,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1514,1830,227,101,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1248,1420,244,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1287,1210,236,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1423,1031,227,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1182,1053,219,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1305,826,222,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1008,904,209,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,877,834,205,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,304,1743,219,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1790,1079,214,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,2288,751,240,241,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,427,568,284,258,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0443.JPG,1213,502,210,210,infected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1,1,50,117,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1,142,212,260,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,0,464,134,206,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,0,861,104,189,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,0,1035,199,267,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,0,1281,121,211,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1,1557,168,213,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1,1782,115,162,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,0,686,245,216,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,103,1,212,135,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,112,1743,184,202,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,163,1072,243,204,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,190,1286,222,207,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,246,530,228,224,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,290,1339,236,258,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,130,140,205,209,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,3781,124,240,238,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,349,357,201,186,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,363,748,271,219,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,374,1599,214,228,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,405,1820,226,124,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,418,981,224,221,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,440,671,235,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,503,1737,266,207,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,545,1406,214,199,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,505,304,206,202,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,648,1137,188,212,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,655,422,210,205,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,665,773,200,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,750,1451,227,200,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,764,594,187,185,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,770,1815,204,129,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,755,1608,181,144,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,701,19,220,225,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,872,833,235,193,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,925,53,234,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,894,600,196,204,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,975,1002,234,213,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,991,293,212,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,987,1709,211,202,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1049,430,233,224,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1068,712,189,183,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1061,1605,183,242,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1094,1172,237,242,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1240,1688,221,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1339,1343,221,229,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1488,1756,221,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1435,1565,178,188,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1485,0,194,174,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1638,268,204,198,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1752,595,254,242,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1867,0,216,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1895,1008,198,190,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1924,1865,245,80,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1936,213,217,276,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1978,486,234,233,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1982,1586,223,222,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2121,690,206,175,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2141,222,186,196,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2167,1722,225,222,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2224,499,205,238,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2256,0,157,58,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2343,13,219,238,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2196,1485,234,2313,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2366,256,223,215,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2389,1659,203,234,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2432,1305,161,193,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2433,478,159,224,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2443,712,149,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2454,912,138,225,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2460,1910,132,34,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,837,926,223,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1134,1420,214,209,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,877,1193,218,244,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,164,1538,201,209,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1300,826,227,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1326,1044,228,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1527,878,249,223,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1536,1118,249,232,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1816,926,214,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1431,467,241,241,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1632,620,227,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1187,175,196,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1248,48,236,231,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1405,249,227,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1628,61,245,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1685,323,231,210,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1991,708,222,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2323,1350,187,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1348,1839,214,106,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1628,1516,240,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1689,1289,201,236,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1864,1197,218,218,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1868,1424,258,192,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2069,1297,227,228,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2161,1083,236,201,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2052,904,227,214,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,2235,821,249,227,uninfected_cell
P.FALCIPARUM/trofozoits/DSCN0472.JPG,1230,594,258,210,infected_cell
